nom,prénom,email,département,naissance,visites,dépenses
Costa,Dorothée,dcosta@noos.fr,86,2002-05-28,76,581.27
Bourdon,Élodie,ebourdon@sfr.fr,28,1940-08-29,101,9169.06
Caron,Édith,ecaron@gmail.com,32,1981-01-02,36,968.44
Munoz,Michèle,mmunoz@club-internet.fr,60,1944-07-07,66,2652.79
Dumont,Maurice,mdumont@hotmail.fr,06,1960-06-11,70,4707.59
Renard,Vincent,vrenard@tele2.fr,2A,1999-02-11,33,3958.59
Gaudin,Éléonore,egaudin@ifrance.com,05,1979-01-19,58,3366.89
Brunel,Olivie,obrunel@wanadoo.fr,10,1990-10-30,37,2544.2
Joseph,Élise,ejoseph@club-internet.fr,53,1996-03-09,65,8504.15
Lefebvre,Camille,clefebvre@orange.fr,84,2000-03-29,16,1358.24
Colas,Corinne,ccolas@club-internet.fr,32,1962-08-21,118,9556.82
Cordier,Pauline,pcordier@club-internet.fr,49,1995-02-14,39,4958.39
Renault,Olivier,orenault@laposte.net,93,1996-06-23,3,404.69
Marin,Guy,gmarin@noos.fr,77,1988-10-20,66,8589.78
Benard,Susan,sbenard@laposte.net,52,1942-05-24,125,15845.79
Georges,Eugène,egeorges@gmail.com,974,1950-04-20,48,6824.22
Breton,Louise,lbreton@laposte.net,14,1987-08-22,59,4104.67
Bourdon,Charles,cbourdon@yahoo.fr,89,1971-10-17,113,16055.52
Rodriguez,Sabine,srodriguez@club-internet.fr,49,1994-05-24,137,8789.82
Michaud,Auguste,amichaud@sfr.fr,56,1965-04-14,27,773.56
Fournier,Benjamin,bfournier@hotmail.fr,62,1957-05-18,150,13855.87
Morin,Michel,mmorin@sfr.fr,974,1995-10-05,49,3388.11
Launay,William,wlaunay@yahoo.fr,72,1968-09-20,114,16397.38
Legros,Eugène,elegros@hotmail.fr,974,1950-08-17,28,4110.36
Mahe,Antoine,amahe@noos.fr,41,1989-03-02,68,10031.1
Jacquot,Agathe,ajacquot@yahoo.fr,04,1963-07-05,52,5967.1
Godard,David,dgodard@live.com,19,1954-02-25,108,11966.08
Robert,Noémi,nrobert@yahoo.fr,37,1965-02-12,124,11378.76
De Sousa,Julien,jde sousa@laposte.net,15,1972-06-09,37,2944.17
Etienne,Marc,metienne@voila.fr,42,1972-03-18,76,2016.64
Faure,Jeanne,jfaure@free.fr,14,1976-04-14,65,9100.9
Hubert,Susanne,shubert@laposte.net,40,1974-08-04,92,12687.64
Guichard,Stéphane,sguichard@free.fr,53,1985-02-16,68,2988.37
Garnier,Anaïs,agarnier@voila.fr,89,1944-12-24,35,3366.27
Blanchard,Nathalie,nblanchard@noos.fr,75,1968-09-23,140,6054.52
Lefort,Capucine,clefort@orange.fr,47,1983-05-08,112,11506.64
Petitjean,Arnaude,apetitjean@voila.fr,41,1970-01-11,11,1439.31
Gonzalez,Éric,egonzalez@tiscali.fr,14,1958-11-06,53,5830.59
Boutin,Sophie,sboutin@laposte.net,57,2003-03-03,87,11956.41
Roger,Aurore,aroger@noos.fr,31,2005-04-18,92,6533.0
Pinto,Adrienne,apinto@laposte.net,80,1983-05-15,53,231.37
Martin,Théodore,tmartin@sfr.fr,89,1970-07-24,14,2103.4
Lecoq,Gabriel,glecoq@club-internet.fr,80,1960-06-29,67,7674.36
Potier,Éric,epotier@tiscali.fr,63,1991-09-22,138,1993.54
Lefort,Roger,rlefort@ifrance.com,03,1948-03-22,79,3685.84
Laine,Anastasie,alaine@bouygtel.fr,74,1988-04-24,89,810.13
Jacquet,Adrienne,ajacquet@bouygtel.fr,971,1985-10-07,20,1705.68
Charles,David,dcharles@gmail.com,39,1976-04-24,46,6881.45
Legros,Daniel,dlegros@free.fr,37,1959-03-29,19,2300.96
Duval,Élisabeth,eduval@sfr.fr,52,2005-01-11,133,2815.77
Pichon,Stéphane,spichon@bouygtel.fr,47,1978-09-01,69,3843.06
Marechal,Alex,amarechal@yahoo.fr,75,1971-11-04,70,3866.14
Lefort,Adrienne,alefort@club-internet.fr,60,1990-07-08,117,17033.14
Charrier,Marie,mcharrier@tiscali.fr,40,1973-07-12,146,8524.66
Costa,Nicole,ncosta@laposte.net,07,2000-05-19,139,12918.5
Dubois,Anaïs,adubois@tiscali.fr,67,1944-07-09,133,13164.42
Alves,Aimé,aalves@ifrance.com,06,1947-11-26,71,3886.52
Dumas,Monique,mdumas@club-internet.fr,19,1991-02-23,101,1832.75
Remy,Michèle,mremy@tele2.fr,49,1951-06-14,11,271.04
Caron,Maryse,mcaron@tele2.fr,67,1961-07-05,21,405.18
Perrier,Adèle,aperrier@tele2.fr,54,1994-11-27,55,8342.71
Pierre,Sophie,spierre@orange.fr,56,2003-12-20,17,1939.43
Fontaine,Amélie,afontaine@gmail.com,29,1983-02-01,9,1264.35
Diaz,Nicole,ndiaz@gmail.com,86,1951-10-19,128,8608.92
Blanchet,Martine,mblanchet@hotmail.fr,971,1959-05-10,83,9429.92
Delahaye,Margot,mdelahaye@wanadoo.fr,70,2003-04-09,48,908.02
Fischer,Pierre,pfischer@tiscali.fr,60,1954-08-29,94,8260.83
Marty,Isaac,imarty@gmail.com,01,1959-09-21,105,3197.73
Louis,Maggie,mlouis@noos.fr,77,1966-12-25,85,6876.96
Henry,Julie,jhenry@dbmail.com,77,2000-01-28,147,9486.84
Adam,Victor,vadam@tele2.fr,04,1975-07-10,110,1271.63
Hardy,Marc,mhardy@hotmail.fr,44,1952-10-11,48,4527.77
Blondel,Thierry,tblondel@club-internet.fr,49,1957-04-30,89,7029.03
Schneider,Benjamin,bschneider@orange.fr,70,1944-12-02,25,2874.67
Pasquier,Benoît,bpasquier@tele2.fr,63,1971-05-04,148,4668.82
Perrin,Olivier,operrin@hotmail.fr,972,1950-06-19,92,9941.25
Launay,Sylvie,slaunay@hotmail.fr,71,1991-05-14,17,2346.67
Vasseur,Claudine,cvasseur@orange.fr,17,1997-03-11,134,17205.03
Renault,Frédérique,frenault@yahoo.fr,78,1976-10-26,15,2227.34
Texier,Denise,dtexier@tele2.fr,59,1976-06-26,114,15686.96
Mendes,Laetitia,lmendes@yahoo.fr,13,1951-09-29,118,294.1
Delmas,Nath,ndelmas@club-internet.fr,01,1990-06-27,150,17335.67
Maillard,Madeleine,mmaillard@ifrance.com,16,1990-03-04,87,8085.9
Dupuis,Nathalie,ndupuis@orange.fr,09,1975-04-05,26,3393.77
Voisin,Lorraine,lvoisin@live.com,36,1979-08-11,50,3290.8
Poulain,Victor,vpoulain@wanadoo.fr,74,1983-03-14,65,3517.25
Gros,Joseph,jgros@laposte.net,10,1949-03-23,100,7869.35
Gosselin,Hélène,hgosselin@tiscali.fr,89,2005-12-17,72,4575.37
Rey,Suzanne,srey@laposte.net,972,1966-03-04,106,9961.51
Chauvet,Franck,fchauvet@tiscali.fr,04,1975-10-28,67,2168.29
Berthelot,Matthieu,mberthelot@voila.fr,83,1951-02-04,118,15038.38
Chevalier,Martine,mchevalier@dbmail.com,33,1949-05-09,42,4976.16
Klein,Sabine,sklein@dbmail.com,49,2004-03-22,138,6310.2
Letellier,Michelle,mletellier@dbmail.com,31,1963-05-09,25,1519.47
Barre,Raymond,rbarre@orange.fr,85,1951-01-17,138,7518.56
Lombard,Nathalie,nlombard@gmail.com,2A,1964-01-19,134,16488.46
Guillot,André,aguillot@gmail.com,06,1940-11-05,103,7354.76
Bonnet,Thérèse,tbonnet@hotmail.fr,44,1985-03-08,139,16785.17
Blanchard,Bernadette,bblanchard@tele2.fr,45,1961-03-24,36,2711.72
Petit,Alex,apetit@noos.fr,52,2000-08-17,27,943.38
Riviere,Geneviève,griviere@gmail.com,52,2004-11-30,41,5924.55
Loiseau,Guillaume,gloiseau@wanadoo.fr,84,1974-12-21,117,13842.5
Schmitt,Virginie,vschmitt@orange.fr,31,2004-05-15,47,2282.3
Chevalier,Michèle,mchevalier@free.fr,54,2003-02-15,36,3351.34
Gerard,Maryse,mgerard@tele2.fr,78,1980-12-18,27,3679.08
Toussaint,André,atoussaint@ifrance.com,05,1973-10-10,125,16024.34
Huet,Céline,chuet@laposte.net,64,1964-03-18,71,9795.67
Dupuy,Yves,ydupuy@ifrance.com,63,2004-04-07,112,11527.86
Dias,Sébastien,sdias@wanadoo.fr,60,1942-05-18,34,5152.57
Mathieu,Michelle,mmathieu@ifrance.com,51,1963-08-02,86,8061.72
Fontaine,Nathalie,nfontaine@bouygtel.fr,32,1986-04-28,28,942.85
Collin,Zacharie,zcollin@wanadoo.fr,32,1954-03-21,87,8252.47
Parent,Jacqueline,jparent@orange.fr,92,1976-04-03,39,1850.85
Roux,Isabelle,iroux@voila.fr,72,1950-08-17,25,3798.85
Antoine,Clémence,cantoine@dbmail.com,76,1969-04-30,132,5109.93
Marchand,Capucine,cmarchand@gmail.com,43,2003-03-30,19,2029.83
Raymond,Noémi,nraymond@bouygtel.fr,24,1944-10-11,98,14175.34
Andre,Jean,jandre@wanadoo.fr,84,1983-07-06,81,8901.6
Devaux,Louise,ldevaux@wanadoo.fr,77,1966-03-06,108,13268.12
Gilbert,Alexandre,agilbert@club-internet.fr,974,1995-10-14,107,3179.57
Aubert,Zacharie,zaubert@dbmail.com,90,1993-04-03,130,15182.93
Peltier,Honoré,hpeltier@wanadoo.fr,89,2002-11-09,32,3665.57
Bouchet,Gabrielle,gbouchet@gmail.com,81,1981-10-16,48,1892.22
Bazin,Hugues,hbazin@wanadoo.fr,24,1982-12-07,137,19851.56
Guillot,Henriette,hguillot@orange.fr,35,1952-08-06,88,7952.88
Bernier,Noël,nbernier@tele2.fr,91,1970-08-07,23,2778.07
Launay,Christophe,claunay@tele2.fr,81,1966-11-11,100,12787.9
Le Gall,Éric,ele gall@dbmail.com,04,1973-07-07,102,1563.26
Chauvin,Patricia,pchauvin@sfr.fr,49,1969-08-23,108,14908.57
Colas,Adrienne,acolas@tele2.fr,17,1978-05-29,109,12808.66
Dufour,Dorothée,ddufour@tiscali.fr,06,1945-07-18,37,5129.38
Masson,Michèle,mmasson@sfr.fr,85,1976-10-15,126,16528.25
Carlier,Thomas,tcarlier@voila.fr,17,1992-01-15,145,14342.5
Schneider,Anne,aschneider@laposte.net,65,1944-01-27,11,28.71
Clerc,Martine,mclerc@tiscali.fr,91,1991-12-30,129,4760.41
Berthelot,Benjamin,bberthelot@wanadoo.fr,88,1990-08-21,92,1803.24
Vaillant,Édouard,evaillant@hotmail.fr,22,1995-05-06,20,2454.8
Poirier,Renée,rpoirier@bouygtel.fr,66,2003-08-30,44,5117.59
Brunet,Françoise,fbrunet@tele2.fr,05,1983-01-16,75,1785.92
Gomes,Odette,ogomes@gmail.com,10,1953-02-15,131,5896.92
Leroux,Dorothée,dleroux@tele2.fr,90,1962-09-15,45,5456.26
Perez,Émilie,eperez@gmail.com,66,1963-05-14,73,792.42
Raynaud,Aurélie,araynaud@yahoo.fr,45,1978-10-22,16,200.86
Bousquet,Agnès,abousquet@wanadoo.fr,16,1949-04-05,15,2063.77
Raynaud,Yves,yraynaud@voila.fr,24,1943-01-02,93,10440.96
Perrier,Sophie,sperrier@club-internet.fr,07,1980-11-10,26,2100.25
Besnard,Bernard,bbesnard@noos.fr,45,1981-02-10,64,4593.18
Arnaud,Antoinette,aarnaud@tele2.fr,04,1970-11-16,96,3538.99
Denis,Étienne,edenis@live.com,04,1963-11-14,130,10127.45
Pineau,Tristan,tpineau@voila.fr,70,1990-10-07,24,554.67
Marechal,Élise,emarechal@gmail.com,976,1998-06-01,73,2089.92
Pelletier,Xavier,xpelletier@hotmail.fr,13,1972-01-29,122,3056.57
Martin,Auguste,amartin@club-internet.fr,48,1962-12-24,144,16505.97
Roger,Isaac,iroger@laposte.net,974,2002-08-31,51,4607.13
Boulanger,Laurence,lboulanger@orange.fr,04,1972-11-10,58,2709.68
Carre,Luce,lcarre@orange.fr,42,1951-07-27,83,1067.93
Barthelemy,Astrid,abarthelemy@free.fr,46,1999-08-24,40,952.27
Guillon,Isaac,iguillon@voila.fr,01,1986-09-29,72,7113.72
Moreau,Henri,hmoreau@free.fr,04,1996-01-29,30,551.65
Marie,Pénélope,pmarie@gmail.com,73,1981-08-11,24,3444.01
Michel,Sabine,smichel@ifrance.com,53,1969-09-08,20,2772.82
Fabre,Danielle,dfabre@live.com,68,1967-03-31,138,20755.58
Perret,Étienne,eperret@live.com,55,1956-09-18,17,2474.95
Imbert,Olivier,oimbert@ifrance.com,61,1967-01-07,57,1538.62
Allard,Alix,aallard@wanadoo.fr,03,1981-02-07,55,7870.74
Lebrun,Juliette,jlebrun@gmail.com,50,2005-08-10,121,2696.12
Delannoy,Guy,gdelannoy@gmail.com,50,1941-10-28,135,3744.64
Delannoy,François,fdelannoy@noos.fr,58,1981-02-11,26,1325.59
Bouchet,Christelle,cbouchet@dbmail.com,2B,1980-02-29,15,103.27
Meunier,Adélaïde,ameunier@live.com,80,1964-05-02,24,1457.44
Boucher,Louis,lboucher@gmail.com,22,1989-03-25,93,2388.93
Perret,Françoise,fperret@club-internet.fr,05,1986-06-04,17,385.91
Lucas,Adélaïde,alucas@sfr.fr,17,1947-07-04,146,18958.53
Sanchez,Célina,csanchez@ifrance.com,82,1988-05-14,37,478.17
Brunet,Jean,jbrunet@laposte.net,26,1951-03-11,87,1006.59
Teixeira,Sylvie,steixeira@laposte.net,45,2001-03-27,121,10172.37
Charles,Pauline,pcharles@noos.fr,2B,1963-04-22,120,13665.12
Hoareau,Noël,nhoareau@club-internet.fr,44,1966-07-23,91,3219.57
Perrin,Anouk,aperrin@noos.fr,87,1950-06-25,92,7969.77
Grenier,Franck,fgrenier@wanadoo.fr,974,1984-01-20,43,5024.52
Da Costa,Frédéric,fda costa@wanadoo.fr,88,1989-10-21,39,217.82
Ferreira,Alain,aferreira@gmail.com,46,1995-08-15,51,5828.06
Mary,Alexandrie,amary@tele2.fr,89,1957-04-11,88,7300.15
Courtois,Gabrielle,gcourtois@free.fr,10,1993-02-10,132,9687.53
Lejeune,Diane,dlejeune@free.fr,77,1984-12-15,66,6564.27
Lefebvre,Rémy,rlefebvre@ifrance.com,75,1949-02-19,15,2270.26
Fernandez,Alexandria,afernandez@gmail.com,82,1980-01-11,54,7832.57
Fournier,Cécile,cfournier@wanadoo.fr,61,1982-03-11,3,418.16
Courtois,Claudine,ccourtois@wanadoo.fr,82,1966-10-26,68,3739.37
Marchal,Élodie,emarchal@orange.fr,2B,1960-07-31,132,20037.48
Carlier,Christiane,ccarlier@hotmail.fr,72,2004-11-07,59,3163.28
Rolland,Christine,crolland@bouygtel.fr,15,1960-03-10,91,10491.45
Boyer,Margaux,mboyer@laposte.net,85,1949-04-23,142,2225.4
Bonnin,Frédérique,fbonnin@ifrance.com,971,1980-12-11,22,668.25
Vaillant,Christelle,cvaillant@yahoo.fr,44,1999-07-10,91,12455.63
Langlois,Colette,clanglois@orange.fr,35,1955-04-14,131,3760.62
Robin,Zacharie,zrobin@wanadoo.fr,10,1960-09-26,5,178.14
Thierry,Alex,athierry@live.com,19,1955-10-06,10,999.47
Raymond,Alice,araymond@club-internet.fr,17,1996-07-23,75,6537.62
Rolland,Charlotte,crolland@wanadoo.fr,83,1988-04-07,130,17045.01
Marechal,Agathe,amarechal@bouygtel.fr,973,1992-02-23,78,3659.01
Brunet,Caroline,cbrunet@yahoo.fr,44,2003-06-25,122,17488.36
Rolland,Colette,crolland@dbmail.com,15,1986-05-07,78,3780.6
Moreno,Célina,cmoreno@wanadoo.fr,79,1955-01-06,133,1551.46
Gomes,Nicolas,ngomes@tiscali.fr,66,1986-07-16,71,3404.04
Dumas,Anaïs,adumas@dbmail.com,55,1943-04-23,31,983.61
Pages,Luc,lpages@bouygtel.fr,41,1952-02-25,3,185.58
Rey,Antoine,arey@live.com,06,1940-07-20,20,2883.2
Texier,Gabriel,gtexier@laposte.net,77,2003-08-16,150,16037.98
Martin,Louis,lmartin@tele2.fr,66,2001-01-03,73,1148.06
Dumas,Nicolas,ndumas@free.fr,53,1965-12-27,86,10000.76
Salmon,Alex,asalmon@sfr.fr,06,1981-11-25,5,90.14
Marques,Valentine,vmarques@live.com,86,1970-11-21,131,15238.68
Henry,Philippe,phenry@hotmail.fr,91,1947-01-16,123,11742.4
Guillaume,Alex,aguillaume@laposte.net,73,1984-11-30,72,1941.69
Vaillant,Georges,gvaillant@wanadoo.fr,14,1987-03-02,68,10087.25
Colin,Charlotte,ccolin@tele2.fr,58,1977-04-11,38,4121.05
Moreno,Édouard,emoreno@ifrance.com,64,1962-11-02,21,1270.58
Becker,Christine,cbecker@live.com,52,1941-08-17,91,8133.84
Becker,Patricia,pbecker@ifrance.com,57,1955-03-30,150,17505.06
Blanchard,Christelle,cblanchard@tiscali.fr,29,1970-01-01,31,4486.3
Barbe,Valérie,vbarbe@laposte.net,87,1945-12-16,43,1812.57
Meyer,Charles,cmeyer@yahoo.fr,43,1942-06-30,20,2713.66
Roche,Margaret,mroche@ifrance.com,52,1973-10-04,79,6049.54
Leleu,Sabine,sleleu@gmail.com,43,2000-05-28,118,1393.2
Allard,Diane,dallard@free.fr,91,1997-12-06,130,3437.99
Masse,Margaud,mmasse@tiscali.fr,27,1980-09-11,98,1234.5
Prevost,Josette,jprevost@tiscali.fr,71,1989-10-01,144,5524.49
Berger,Grégoire,gberger@gmail.com,56,1999-06-27,30,752.09
Blondel,Odette,oblondel@yahoo.fr,54,2002-12-02,69,7910.49
Guichard,Isaac,iguichard@sfr.fr,71,1997-05-19,8,144.2
Prevost,Margaud,mprevost@tele2.fr,59,1944-07-31,120,13222.06
Meyer,Océane,omeyer@yahoo.fr,50,2004-09-11,140,13408.15
Fischer,Alexandrie,afischer@sfr.fr,06,1941-06-12,57,2564.96
Colas,Isabelle,icolas@noos.fr,52,1976-10-20,34,1474.37
Weiss,Éléonore,eweiss@laposte.net,62,1961-01-01,127,17920.11
Texier,Édouard,etexier@hotmail.fr,93,1973-07-13,4,396.68
Perez,Thierry,tperez@live.com,95,1941-07-31,42,1626.47
Brunet,Alexandrie,abrunet@wanadoo.fr,59,1957-08-01,33,2938.2
Vasseur,Victoire,vvasseur@bouygtel.fr,48,1966-02-18,8,1166.74
Meyer,Benjamin,bmeyer@hotmail.fr,40,1982-08-30,28,3841.73
Julien,Bernadette,bjulien@tiscali.fr,49,1989-08-14,79,653.11
Blanchard,Olivie,oblanchard@laposte.net,04,1948-02-03,151,4120.2
Jacob,Rémy,rjacob@bouygtel.fr,15,1963-05-25,150,17670.26
Buisson,Yves,ybuisson@gmail.com,70,1940-12-12,17,2525.05
Dos Santos,Vincent,vdos santos@bouygtel.fr,44,1946-10-04,11,1600.97
Duval,Henriette,hduval@bouygtel.fr,66,1945-02-09,63,3215.3
Hubert,Virginie,vhubert@wanadoo.fr,44,1946-08-03,142,5520.36
Renaud,Andrée,arenaud@orange.fr,77,1987-07-11,56,7563.74
Leveque,Michelle,mleveque@bouygtel.fr,70,1997-12-30,77,2116.2
Baron,Gilbert,gbaron@dbmail.com,71,1985-03-20,43,262.45
Munoz,Thibault,tmunoz@dbmail.com,976,2004-08-27,96,6302.84
Noel,Stéphane,snoel@voila.fr,21,1988-06-10,129,13280.62
Blanc,Caroline,cblanc@live.com,53,1974-03-18,53,1857.01
Roger,Tristan,troger@tele2.fr,37,1956-05-27,63,4053.79
Simon,Arthur,asimon@club-internet.fr,02,1983-06-12,111,5136.82
Neveu,Benoît,bneveu@club-internet.fr,31,1997-10-20,42,1970.14
Chevallier,Sabine,schevallier@gmail.com,53,1959-02-11,40,877.46
Neveu,Caroline,cneveu@tiscali.fr,16,1968-10-29,13,1800.69
Martel,Martine,mmartel@orange.fr,49,1942-01-30,20,2254.11
Vidal,Valentine,vvidal@yahoo.fr,17,2005-05-07,98,859.57
Pasquier,Édith,epasquier@live.com,16,1975-11-19,32,957.27
Perret,Anne,aperret@bouygtel.fr,60,1987-06-16,125,6744.4
Renaud,Agathe,arenaud@wanadoo.fr,31,1950-04-14,144,21859.0
Courtois,Julien,jcourtois@laposte.net,32,1977-01-11,27,1867.23
Barbier,Martine,mbarbier@noos.fr,31,1991-08-07,73,8732.23
Hoarau,Nicole,nhoarau@free.fr,67,1992-08-31,105,10223.92
Bouchet,Charles,cbouchet@sfr.fr,21,1965-12-05,126,4612.21
Henry,Clémence,chenry@wanadoo.fr,17,1998-03-28,118,6194.38
Letellier,Alain,aletellier@hotmail.fr,31,1990-09-29,114,13456.09
Barre,Antoinette,abarre@bouygtel.fr,84,1966-12-19,49,858.41
Lacroix,Nathalie,nlacroix@orange.fr,06,1991-10-29,40,4757.76
Cohen,Marie,mcohen@hotmail.fr,31,1970-08-30,84,504.5
Richard,Stéphane,srichard@wanadoo.fr,76,1950-01-19,108,1857.87
Clerc,Constance,cclerc@club-internet.fr,88,1957-04-01,73,9710.82
Chauvin,Julie,jchauvin@sfr.fr,43,1972-03-22,105,4130.76
Bonnin,Susan,sbonnin@club-internet.fr,42,1963-10-01,70,10508.93
Charrier,Marine,mcharrier@ifrance.com,38,1985-11-26,58,189.13
Buisson,Rémy,rbuisson@sfr.fr,21,1974-09-06,148,11382.21
Rossi,Odette,orossi@wanadoo.fr,974,2002-01-04,99,14462.02
Pineau,Thibaut,tpineau@noos.fr,83,1975-11-04,130,625.71
Blot,Céline,cblot@bouygtel.fr,09,1941-03-30,134,6372.18
Martin,Sophie,smartin@bouygtel.fr,27,2003-12-08,52,6536.62
Royer,Juliette,jroyer@live.com,02,1985-11-24,6,581.43
Ruiz,Valérie,vruiz@free.fr,30,1966-09-30,72,5735.24
Guillon,Emmanuel,eguillon@live.com,55,1993-03-21,74,7823.27
Valentin,Alexandre,avalentin@free.fr,68,1958-07-19,142,12388.28
Gonzalez,Timothée,tgonzalez@sfr.fr,22,1973-10-09,11,1532.8
Coste,Anouk,acoste@wanadoo.fr,80,2004-01-03,118,15721.41
David,Josette,jdavid@noos.fr,82,1984-01-27,15,795.78
Remy,Thierry,tremy@noos.fr,81,2002-05-05,151,21947.08
Gomes,Guillaume,ggomes@dbmail.com,84,1990-11-01,108,652.16
Imbert,Richard,rimbert@dbmail.com,10,1971-03-19,73,6204.94
Delannoy,Gabrielle,gdelannoy@bouygtel.fr,51,1981-05-17,52,1045.11
Humbert,Julie,jhumbert@free.fr,973,1948-08-07,75,4200.67
Lemoine,Victoire,vlemoine@yahoo.fr,95,2005-07-29,85,8889.42
Salmon,daisy,dsalmon@yahoo.fr,54,1957-11-04,33,4530.39
Regnier,Valentine,vregnier@wanadoo.fr,10,1940-07-19,24,730.93
Cordier,Gérard,gcordier@laposte.net,49,1993-05-03,113,15561.58
Boutin,Émile,eboutin@laposte.net,50,1983-10-26,28,3867.35
Rousseau,Antoine,arousseau@noos.fr,76,1993-03-20,66,7012.6
Lebon,Anouk,alebon@club-internet.fr,69,1943-09-23,7,573.2
Guillaume,Lucy,lguillaume@laposte.net,75,2005-01-09,64,1196.21
Royer,Sébastien,sroyer@tiscali.fr,32,1954-05-27,117,11306.33
Becker,Édith,ebecker@gmail.com,974,1944-10-09,92,3388.48
Blanchard,Pauline,pblanchard@laposte.net,972,1974-07-10,24,2721.56
Breton,Nathalie,nbreton@voila.fr,19,1962-06-22,107,1467.65
Lebreton,Philippe,plebreton@sfr.fr,42,1986-06-06,78,5986.58
Faure,Émile,efaure@wanadoo.fr,40,1969-11-09,114,7795.78
