nom,prénom,email,département,naissance,visites,dépenses
Pages,Aimé,apages@free.fr,81,1993-01-16,2,208.78
Leconte,Marcelle,mleconte1@dbmail.com,89,1988-08-14,84,10796.85
Evrard,Jeannine,jevrard@sfr.fr,14,1995-05-30,143,17574.13
Nguyen,Maryse,mnguyen2@tiscali.fr,41,1951-03-23,15,1285.81
Etienne,Océane,oetienne@sfr.fr,04,2020-10-28,46,4405.65
Louis,Paul,plouis1@live.com,978,1966-10-11,39,4195.09
Thierry,Madeleine,mthierry@live.com,2C,1940-09-09,89,11180.72
Robin,Thierry,trobin@wanadoo.fr,95,1953-11-05,13,1800.87
Lamy,Caroline,clamy1@tiscali.fr,44,2002-10-08,108,12652.41
Poirier,Emmanuelle,epoirier1@free.fr,73,2018-12-30,117,7865.72
Bertrand,Antoinette,abertrand3@free.fr,49,1966-11-15,138,16583.92
Guyon,Bernadette,bguyon@dbmail.com,79,1987-05-21,62,8205.64
Vallee,Louis,lvallee1@yahoo.fr,93,1963-05-30,17,-1906.96
Besson,Nicolas,nbesson@voila.fr,72,2000-04-23,24,2920.93
Dumas,Stéphane,sdumas@yahoo.fr,58,1944-08-12,125,791.33
Peltier,Dominique,dpeltier2@free.fr,19,1987-01-03,26,1493.91
Huet,Roland,rhuet1@gmail.com,61,1994-04-05,69,1817.99
Diaz,Monique,mdiaz1@wanadoo.fr,72,1991-03-30,114,10453.77
Legros,Victor,vlegros@club-internet.fr,31,1997-10-02,150,6971.11
Leblanc,Christophe,cleblanc@hotmail.fr,95,1995-08-02,8,-425.16
Girard,Étienne,egirard@sfr.fr,06,1950-02-11,132,4021.07
Petitjean,Anaïs,apetitjean1@gmail.com,94,1956-05-03,95,8917.97
Leconte,Alain,aleconte1@tele2.fr,29,2004-07-26,-10,-139.91
Raymond,Manon,mraymond2@tiscali.fr,19,1988-05-12,32,1845.77
Fabre,Monique,mfabre1@dbmail.com,45,1965-01-14,125,17610.29
Roche,Pénélope,proche@wanadoo.fr,64,1969-12-08,-44,-1063.65
Boutin,Sylvie,sboutin1@noos.fr,69,2014-13-32,135,18038.87
Dupont,Michel,mdupont.free.fr,83,2006-12-35,48,4806.35
Chevallier,Arnaude,achevallier1@free.fr,974,1948-07-01,60,-1685.84
Weber,Zacharie,zweber@tele2.fr,19,1987-12-10,111,14802.56
Diallo,Émile,ediallo@ifrance.com,83,1996-02-07,140,6238.04
Texier,Stéphane,stexier@tiscali.fr,972,1976-01-21,56,2727.07
Mary,Christiane,cmary@hotmail.fr,87,1952-04-04,142,5668.77
Leblanc,Juliette,jleblanc@wanadoo.fr,46,1945-06-08,108,10125.6
Michel,Édith,emichel.club-internet.fr,30,1971-07-06,20,1518.75
Delmas,Danielle,ddelmas@tele2.fr,39,1992-03-16,22,2465.84
Vallet,Antoine,avallet1@club-internet.fr,53,1992-08-29,13,1650.09
Tessier,Tristan,ttessier@bouygtel.fr,89,2005-08-14,60,6168.22
Bonneau,Victoire,vbonneau1@yahoo.fr,45,1974-11-15,18,1740.08
Tessier,Guy,gtessier.orange.fr,22,1951-12-08,135,5829.11
Evrard,Odette,oevrard2@voila.fr,03,1990-07-08,139,16667.6
Lebreton,Dorothée,dlebreton@free.fr,2B,1947-09-18,111,2615.25
Gosselin,Michelle,mgosselin2@gmail.com,93,2010-14-31,103,15459.73
Renaud,Daniel,drenaud1@orange.fr,43,1962-12-29,-30,-3775.21
Legendre,Manon,mlegendre3@hotmail.fr,95,1949-11-30,78,7802.08
Tanguy,Élisabeth,etanguy@tele2.fr,66,1964-06-18,66,6813.61
Loiseau,Roland,rloiseau@ifrance.com,91,1973-01-04,11,1016.08
Martin,Josette,jmartin1@wanadoo.fr,84,1987-08-31,-50,-404.87
Sanchez,Martine,msanchez@live.com,65,1942-04-14,25,211.35
Didier,Anouk,adidier4@laposte.net,12,1955-12-10,67,1575.26
De Sousa,Corinne,cde sousa@orange.fr,75,1977-01-18,2,289.65
David,Zoé,zdavid@hotmail.fr,89,2013-16-35,14,1985.5
Alves,Catherine,calves1@tele2.fr,38,2012-16-31,6,824.74
Charles,Émilie,echarles2@yahoo.fr,23,1982-12-03,116,16899.52
Lemoine,Suzanne,slemoine@sfr.fr,977,1956-11-17,5,535.83
Etienne,Margaux,metienne1@yahoo.fr,75,1959-06-01,11,929.24
Gimenez,Lucas,lgimenez@live.com,81,1958-04-18,109,9514.87
Rousset,Luce,lrousset@tiscali.fr,91,2000-05-02,132,16659.17
Alexandre,Thibault,talexandre1@gmail.com,978,1968-04-18,112,3884.43
Blanchard,Léon,lblanchard@club-internet.fr,2B,1952-12-08,37,452.95
Ribeiro,Franck,fribeiro@voila.fr,27,2005-12-30,26,3191.93
Martins,Antoinette,amartins1@club-internet.fr,06,1971-11-22,21,685.01
Henry,Jacques,jhenry@voila.fr,61,1999-05-17,15,673.36
Regnier,Julie,jregnier1@wanadoo.fr,44,2006-12-33,112,14718.73
Salmon,Alphonse,asalmon1@dbmail.com,2A,2018-12-30,116,5582.21
Delattre,Nicolas,ndelattre@noos.fr,68,1979-07-29,13,877.54
Pereira,Noémi,npereira@laposte.net,83,1949-09-22,38,-675.16
Bertrand,Guillaume,gbertrand@club-internet.fr,17,1944-09-30,-113,-9320.88
Ribeiro,Maryse,mribeiro@dbmail.com,976,1972-06-26,62,7842.75
Bazin,Timothée,tbazin2@ifrance.com,65,1964-05-23,102,5518.76
Lombard,Joséphine,jlombard@club-internet.fr,87,1962-08-07,108,15474.83
Marchal,Gérard,gmarchal1@bouygtel.fr,06,1992-04-14,104,7282.39
Laroche,Manon,mlaroche1@live.com,53,1995-11-04,80,11307.81
Breton,Frédéric,fbreton@orange.fr,2C,1994-07-23,131,4245.69
Chauveau,Danielle,dchauveau@gmail.com,63,2002-01-13,75,4391.56
Michaud,Charles,cmichaud@laposte.net,61,1952-11-28,14,575.48
Couturier,Christiane,ccouturier@bouygtel.fr,976,1966-01-16,71,9709.01
Briand,Maryse,mbriand1@hotmail.fr,49,1940-11-09,32,3369.27
Tessier,Louise,ltessier1@club-internet.fr,80,1969-07-06,145,7699.61
Letellier,Dominique,dletellier@sfr.fr,974,1977-12-23,20,1520.59
Daniel,Roger,rdaniel@bouygtel.fr,11,1985-01-17,49,2481.62
Bertrand,Audrey,abertrand@wanadoo.fr,2B,1962-09-20,123,14589.65
Pineau,Honoré,hpineau.dbmail.com,70,1960-07-22,53,5644.12
Blanc,Anne,ablanc@yahoo.fr,73,1969-06-27,109,2208.25
Mary,Édith,emary@wanadoo.fr,71,1965-12-02,54,1850.84
Gomez,Clémence,cgomez1@dbmail.com,17,1946-12-13,107,12782.33
Schneider,Frédérique,fschneider1@hotmail.fr,86,2010-12-28,107,9883.34
Guyon,Émilie,eguyon1@tele2.fr,47,1962-08-17,80,1150.61
Fischer,Margot,mfischer2@laposte.net,45,1956-10-18,71,2780.29
Gerard,Robert,rgerard@dbmail.com,13,2010-12-35,129,8948.18
Lenoir,Susan,slenoir@sfr.fr,976,1963-12-28,119,11575.12
Philippe,Yves,yphilippe@tele2.fr,66,1960-03-08,59,8505.82
Weber,Anaïs,aweber1@tele2.fr,04,1976-04-09,5,600.01
Payet,Grégoire,gpayet@wanadoo.fr,91,1956-08-15,64,7777.47
Lombard,Alfred,alombard2@bouygtel.fr,971,1974-12-09,41,202.91
Maillet,Agnès,amaillet1@sfr.fr,49,1978-06-08,136,335.63
Guillot,Catherine,cguillot@tiscali.fr,2C,1960-12-27,46,-1838.59
Lemaitre,Thérèse,tlemaitre@free.fr,79,1955-11-09,121,11238.75
Duhamel,Émilie,eduhamel@orange.fr,63,1950-05-21,82,9780.5
Boulay,Valentine,vboulay@live.com,25,1940-11-08,25,1170.44
Bernier,Raymond,rbernier@voila.fr,25,1980-02-16,110,14096.15
Leleu,Nathalie,nleleu@ifrance.com,29,1984-01-21,-151,-4748.33
Dupre,Caroline,cdupre1@hotmail.fr,45,1956-08-01,35,5019.16
Gosselin,Gabriel,ggosselin@tiscali.fr,65,1940-11-12,41,4496.43
Teixeira,Nicolas,nteixeira@bouygtel.fr,973,2019-11-29,112,3843.97
Chauvin,Antoine,achauvin@free.fr,52,2002-11-20,76,688.22
Jacques,Daniel,djacques@noos.fr,17,1967-02-08,-138,-877.31
Richard,Alexandria,arichard2@live.com,58,1945-07-16,134,10813.15
Olivier,Amélie,aolivier@tele2.fr,38,2009-15-28,120,8400.41
Rey,Alex,arey@tele2.fr,26,2012-10-33,75,10060.5
Leduc,Marguerite,mleduc1@tele2.fr,70,1966-11-27,87,494.17
Gerard,Alexandrie,agerard4@hotmail.fr,44,1955-11-12,133,10245.46
Hoarau,Claire,choarau1@wanadoo.fr,52,1959-06-24,11,1518.11
Hebert,Marthe,mhebert@live.com,87,1987-08-05,125,2510.14
Bonneau,Marguerite,mbonneau1@laposte.net,34,1947-02-25,67,1909.3
Rossi,Lorraine,lrossi1@laposte.net,41,1977-09-13,72,9272.63
Guilbert,Édith,eguilbert1@noos.fr,96,1997-12-09,79,2344.5
Pierre,Lorraine,lpierre1@laposte.net,978,2001-01-13,140,9335.76
Herve,Guy,gherve@dbmail.com,78,1971-07-06,22,341.32
Lemaitre,Nathalie,nlemaitre@tele2.fr,25,1977-10-06,5,607.28
Meyer,Thérèse,tmeyer2@tele2.fr,38,1941-02-19,2,259.3
Jourdan,Marianne,mjourdan@tele2.fr,2C,1995-04-12,39,1947.75
Fleury,Margaud,mfleury1@sfr.fr,84,1949-03-15,83,4028.54
Godard,Paul,pgodard1@gmail.com,08,1992-06-28,109,3965.44
Seguin,Margaud,mseguin@voila.fr,55,1977-02-16,86,12073.98
Lesage,Denise,dlesage@ifrance.com,92,1963-03-07,73,10335.23
Hernandez,Amélie,ahernandez2@gmail.com,42,1991-09-06,129,15948.49
Francois,Léon,lfrancois@ifrance.com,50,1956-08-29,118,5579.46
Joly,Martine,mjoly@bouygtel.fr,2A,1957-05-31,29,2006.25
Loiseau,Gilles,gloiseau@orange.fr,69,1948-04-30,123,10630.54
Gilles,Brigitte,bgilles1@tele2.fr,60,1990-11-01,48,1005.29
Lebrun,Bernard,blebrun@tiscali.fr,19,2018-10-28,139,9071.96
Diaz,Nath,ndiaz1@tiscali.fr,52,1999-05-13,4,83.72
Poulain,David,dpoulain@free.fr,33,2015-15-32,150,3124.02
Barbier,Thierry,tbarbier@ifrance.com,37,2002-08-29,18,1924.88
Arnaud,Thibault,tarnaud1@laposte.net,973,1966-05-31,120,5631.9
Lecomte,Margot,mlecomte@noos.fr,26,1968-01-18,146,-19897.75
Vincent,Diane,dvincent@hotmail.fr,18,1951-08-17,-25,-2345.33
Julien,Thomas,tjulien4@wanadoo.fr,02,1945-01-10,11,1481.81
Auger,Gabrielle,gauger@free.fr,16,1968-07-24,16,280.3
Moulin,Philippe,pmoulin@laposte.net,52,1946-10-19,148,788.29
Blanc,Pierre,pblanc.voila.fr,96,1958-06-25,26,3317.03
Gautier,Éléonore,egautier1@tiscali.fr,59,1944-10-24,140,14849.97
Alves,Olivier,oalves@voila.fr,978,1975-12-15,63,6944.04
Renaud,Adélaïde,arenaud1@hotmail.fr,96,1964-11-03,32,630.2
Rodrigues,Henriette,hrodrigues@club-internet.fr,33,1957-07-29,12,-666.44
Delannoy,Pierre,pdelannoy@sfr.fr,55,1983-10-22,50,3419.34
Guillou,Alexandria,aguillou@laposte.net,25,2013-15-28,138,20696.46
Ribeiro,Anne,aribeiro@noos.fr,75,1959-08-24,57,6228.89
Garcia,Richard,rgarcia@gmail.com,04,1961-12-21,133,16498.53
Salmon,Aimée,asalmon1@tiscali.fr,28,1990-06-12,107,15612.22
Carlier,Suzanne,scarlier1@laposte.net,43,1976-02-24,88,-10504.82
Bernier,Astrid,abernier1@voila.fr,76,1956-01-20,87,5251.58
Blanchet,Joseph,jblanchet@tiscali.fr,09,1974-06-26,70,6789.58
Techer,Stéphanie,stecher1@dbmail.com,09,1964-11-06,41,3293.85
Delmas,Patrick,pdelmas@laposte.net,93,1954-02-21,131,2025.98
Meunier,Anastasie,ameunier1@hotmail.fr,04,1987-11-29,77,3637.0
Le Roux,Alexandre,ale roux2@hotmail.fr,64,1963-12-22,13,1169.81
Thierry,Lucy,lthierry.laposte.net,60,1945-10-18,10,1428.64
Boucher,Zoé,zboucher@sfr.fr,76,1956-05-14,72,10238.37
Perrot,Julien,jperrot1@ifrance.com,60,1951-04-07,16,902.76
Morvan,Michelle,mmorvan1@dbmail.com,972,1948-07-20,98,10492.87
Perrot,Nathalie,nperrot@live.com,972,1944-08-15,49,6518.82
Dupuy,Jacqueline,jdupuy@live.com,28,1984-12-22,19,216.49
Etienne,Jérôme,jetienne@tele2.fr,42,1991-01-31,90,632.33
Gaillard,Jeannine,jgaillard@free.fr,74,1980-10-21,127,11371.67
Buisson,Vincent,vbuisson1@dbmail.com,18,1949-02-18,10,1350.79
Renaud,Alice,arenaud4@wanadoo.fr,44,1975-04-10,77,5183.39
Peron,Constance,cperon@free.fr,977,1940-04-14,110,13109.96
Jacques,Thérèse,tjacques2@wanadoo.fr,54,1951-11-05,126,10173.9
Potier,Susan,spotier1@hotmail.fr,51,2004-09-14,18,2720.85
Bruneau,Jules,jbruneau@dbmail.com,32,1946-08-14,39,483.95
Menard,Théodore,tmenard@live.com,21,2003-07-13,28,3630.09
Blin,Zacharie,zblin.gmail.com,57,1956-05-29,114,-7578.8
Lefevre,Marc,mlefevre1@free.fr,978,1996-02-10,94,224.13
Royer,Jacqueline,jroyer@tiscali.fr,68,2003-03-25,130,3438.42
Pinto,Gilles,gpinto@tele2.fr,44,1982-07-06,-78,987.43
Fontaine,Christelle,cfontaine@hotmail.fr,04,2005-06-10,131,8447.66
Couturier,Théodore,tcouturier@club-internet.fr,978,1984-02-01,86,8261.21
Bouvet,Anastasie,abouvet@ifrance.com,41,1947-03-22,-58,-1058.08
Carlier,Michelle,mcarlier@yahoo.fr,2B,1983-04-02,5,331.03
Bruneau,Joséphine,jbruneau.voila.fr,973,1981-01-25,68,7002.46
Peltier,Marthe,mpeltier@voila.fr,45,1997-02-10,-110,-5295.41
Blin,Alexandrie,ablin1@hotmail.fr,12,1962-10-08,146,18897.07
Gallet,Jérôme,jgallet@live.com,50,2014-10-34,8,717.14
Charpentier,Jeannine,jcharpentier@ifrance.com,10,2011-13-34,140,-6819.61
Navarro,Victor,vnavarro@free.fr,62,1956-08-25,129,17751.94
Blanchet,Pénélope,pblanchet@free.fr,11,1954-01-02,107,15555.69
Brunel,Auguste,abrunel1@tele2.fr,04,1971-08-28,116,-17115.06
Legrand,Roland,rlegrand2@bouygtel.fr,76,2004-08-21,43,6269.39
Hebert,Alexandrie,ahebert1@voila.fr,51,1994-08-17,100,9391.96
Leclercq,Nicole,nleclercq@gmail.com,08,1957-11-24,119,10580.04
Maillard,Marianne,mmaillard1@orange.fr,02,1940-11-21,53,1402.59
Lefort,Laurence,llefort@hotmail.fr,12,1990-01-06,14,1361.08
Lopez,Dorothée,dlopez2@orange.fr,56,1965-07-27,36,3198.62
Paul,Alfred,apaul.bouygtel.fr,63,1992-03-08,8,154.96
Bonnet,Gérard,gbonnet@club-internet.fr,03,1940-11-25,100,8060.35
Lefevre,Paul,plefevre@noos.fr,50,1957-10-21,-83,-11816.66
Faivre,Lorraine,lfaivre@sfr.fr,79,1965-05-28,51,6568.21
Bouchet,Yves,ybouchet@free.fr,68,1999-02-20,10,1397.6
Vasseur,Hélène,hvasseur@dbmail.com,96,1978-11-04,107,2010.46
Giraud,Étienne,egiraud@live.com,19,1985-05-11,105,5142.76
Ferrand,Madeleine,mferrand@hotmail.fr,2C,2013-16-30,137,4490.57
Masson,Adrien,amasson1@club-internet.fr,33,1998-10-29,59,345.25
Muller,Odette,omuller@free.fr,978,1950-01-12,146,14356.84
Merle,Roland,rmerle@dbmail.com,70,1963-01-14,40,1509.65
Cordier,Robert,rcordier1@noos.fr,93,1974-03-31,55,-1049.96
Deschamps,Roger,rdeschamps@club-internet.fr,978,1948-10-23,132,16050.36
Vasseur,Margot,mvasseur2@laposte.net,58,1988-11-01,91,9921.16
Marques,Georges,gmarques3@orange.fr,37,1951-10-04,101,13380.28
Salmon,Joséphine,jsalmon1@live.com,08,2001-11-30,85,5374.47
Gautier,Antoine,agautier1@ifrance.com,22,1984-04-20,43,6245.95
Peron,Robert,rperon@yahoo.fr,88,1973-07-09,15,584.48
Renaud,Bernard,brenaud@tiscali.fr,26,1983-01-21,64,1983.21
Michel,Philippine,pmichel.gmail.com,37,2005-11-31,43,3267.83
Boyer,Arthur,aboyer@tele2.fr,2B,1970-08-01,48,5039.23
Alves,Roland,ralves@hotmail.fr,60,1965-01-09,72,6261.54
Bonnet,Anne,abonnet2@gmail.com,90,2008-16-33,44,1936.97
Barbier,Christiane,cbarbier@gmail.com,12,1975-08-28,72,2033.57
Martin,Christelle,cmartin1@noos.fr,971,1940-04-13,123,16788.48
Renard,Rémy,rrenard@bouygtel.fr,56,1988-09-02,46,3794.96
Samson,Adèle,asamson1@sfr.fr,10,1967-05-21,104,3651.82
Didier,Zoé,zdidier@voila.fr,11,1996-11-04,140,5322.66
Jacob,Catherine,cjacob1@bouygtel.fr,19,1971-06-26,122,14926.65
Rodriguez,Roland,rrodriguez@tiscali.fr,61,1944-05-05,140,14740.28
Boucher,Bernard,bboucher@noos.fr,74,1940-11-09,24,1289.39
Chevalier,Raymond,rchevalier@hotmail.fr,55,1962-11-24,53,-4321.71
Descamps,Laurent,ldescamps1@club-internet.fr,18,1998-05-11,93,-7635.84
Moreau,Isabelle,imoreau@laposte.net,28,2009-10-33,92,9029.91
Schmitt,Xavier,xschmitt@dbmail.com,17,1949-12-14,31,3605.06
Vallee,Benjamin,bvallee@sfr.fr,2A,1956-07-10,58,1229.97
Valentin,Bernadette,bvalentin@hotmail.fr,75,2001-06-10,137,12320.98
Pasquier,Martine,mpasquier@laposte.net,80,2001-01-07,99,1617.22
Sauvage,Isabelle,isauvage@noos.fr,30,1963-08-04,31,1620.81
Mendes,Yves,ymendes@dbmail.com,2C,1983-11-29,-130,-17328.12
Barthelemy,Christine,cbarthelemy2@bouygtel.fr,10,1943-07-14,78,2310.38
Collet,Dominique,dcollet@free.fr,62,1971-11-18,42,-3282.89
Guibert,Audrey,aguibert2@gmail.com,28,1945-08-25,-105,-2653.02
Guillot,Célina,cguillot1@tiscali.fr,11,1963-10-13,36,3725.57
Gaillard,Stéphane,sgaillard1@gmail.com,67,1960-12-02,27,1966.91
Joubert,Corinne,cjoubert@wanadoo.fr,02,2004-11-10,134,1525.02
Guerin,Bertrand,bguerin@voila.fr,58,1973-09-16,150,10598.36
Hubert,Manon,mhubert1@yahoo.fr,35,1983-09-09,131,8675.05
Olivier,Adrienne,aolivier1@tele2.fr,19,1983-12-10,101,4240.37
Gimenez,Jean,jgimenez@free.fr,87,1943-07-26,18,2507.27
Olivier,Claude,colivier1@live.com,27,1959-03-09,124,3879.95
Lefort,Colette,clefort1@voila.fr,72,1988-10-08,2,113.43
Clement,Daniel,dclement1@gmail.com,04,1999-11-10,50,1747.09
Gregoire,Jules,jgregoire@voila.fr,18,1966-01-21,69,6271.63
Dumont,Lucy,ldumont@voila.fr,09,2013-13-29,100,497.86
Monnier,Christelle,cmonnier1@sfr.fr,26,2003-08-03,45,4830.16
Colin,Henriette,hcolin@orange.fr,61,1979-11-28,124,11503.42
Rodriguez,Laurent,lrodriguez1@gmail.com,87,2000-07-15,120,16037.57
Philippe,Éric,ephilippe1@voila.fr,13,2002-03-15,67,7319.84
Huet,Anouk,ahuet@club-internet.fr,30,2000-04-19,137,8580.02
Antoine,Célina,cantoine3@dbmail.com,37,1995-05-12,111,8164.35
Simon,Monique,msimon@gmail.com,05,1967-05-27,107,14755.03
Menard,Christelle,cmenard@tele2.fr,31,2020-16-29,91,8423.3
Fleury,Laetitia,lfleury@laposte.net,28,1992-04-19,95,5843.75
Gimenez,Victor,vgimenez@club-internet.fr,04,1941-05-13,10,574.89
Maillard,Dorothée,dmaillard@laposte.net,77,1956-11-03,83,10030.56
Leclerc,Suzanne,sleclerc1@ifrance.com,31,1944-08-12,128,9447.2
Briand,Astrid,abriand4@hotmail.fr,21,1997-08-30,17,1122.19
Caron,Constance,ccaron@club-internet.fr,01,1955-12-03,25,1610.13
Richard,Isaac,irichard.bouygtel.fr,977,1978-07-04,29,1216.19
Le Gall,Laetitia,lle gall@sfr.fr,37,1988-02-27,26,788.66
Devaux,Édouard,edevaux1@free.fr,47,1961-02-20,17,533.01
Fabre,Danielle,dfabre1@orange.fr,60,1952-02-23,97,3429.47
Bonneau,Olivier,obonneau@sfr.fr,66,1963-11-07,123,317.26
Briand,Caroline,cbriand@voila.fr,21,1989-02-12,95,-3265.51
Bourdon,Corinne,cbourdon@tele2.fr,84,1944-01-30,127,7103.68
Fernandez,Maurice,mfernandez@tiscali.fr,64,1959-02-16,149,22537.29
Philippe,Michelle,mphilippe1@free.fr,92,1971-08-03,131,18662.75
Riou,Diane,driou@wanadoo.fr,10,1977-09-21,8,1176.04
Benard,Geneviève,gbenard@tele2.fr,78,1951-10-22,15,222.13
Riviere,Manon,mriviere@club-internet.fr,26,2019-10-35,95,11378.9
Auger,Henri,hauger1@orange.fr,974,1990-03-16,3,254.9
Dupre,Adrienne,adupre1@tele2.fr,92,1961-03-28,70,299.37
Leclerc,Jacqueline,jleclerc@dbmail.com,48,1956-04-25,97,6793.52
Mahe,Chantal,cmahe1@voila.fr,43,1960-03-27,12,373.52
Vaillant,Françoise,fvaillant@noos.fr,40,1966-01-11,78,9990.99
Cordier,Philippine,pcordier1@bouygtel.fr,27,1953-03-05,146,507.93
Brunet,Andrée,abrunet2@orange.fr,65,1957-03-29,115,8101.13
Peron,Louis,lperon1@hotmail.fr,61,1964-09-19,93,4322.17
Guyot,Margot,mguyot1@wanadoo.fr,25,1944-04-18,35,3880.82
Baudry,Martin,mbaudry2@bouygtel.fr,30,1959-02-02,-75,-9671.63
Boulay,Jérôme,jboulay@club-internet.fr,94,1988-10-24,134,5830.92
Pierre,Colette,cpierre@orange.fr,971,1986-05-06,91,3173.63
Fournier,Isaac,ifournier.dbmail.com,30,1949-09-28,49,156.53
Prevost,Zoé,zprevost@voila.fr,11,1991-02-21,26,175.99
Carre,Susanne,scarre@tiscali.fr,31,1955-01-01,64,959.99
Guerin,Chantal,cguerin1@gmail.com,2B,1944-01-22,93,1346.24
Guillet,Michèle,mguillet1@dbmail.com,62,1979-07-16,82,-1569.51
Lefort,Émilie,elefort@voila.fr,971,1981-09-24,24,3096.23
Leveque,Adélaïde,aleveque@tiscali.fr,89,1940-07-07,37,2453.68
Letellier,Léon,lletellier1@laposte.net,05,2009-14-33,36,2398.49
Royer,Marianne,mroyer1@gmail.com,978,1950-05-02,-143,-2215.88
Salmon,Patrick,psalmon@gmail.com,2C,1940-05-25,38,341.64
Martin,Paulette,pmartin@live.com,22,1976-05-03,-124,-9882.63
Collet,Sébastien,scollet1@club-internet.fr,01,1977-05-29,95,6287.76
